municipality,name,facility_type,address,neighborhood,cep,phone,email,opening_hours,categories,source
Faria Lemos,CRAS Faria Lemos,CRAS,"Rua Doutor José Claudio Valadão Ferraz, 228",Centro,36840-000,(32) 999486197,assistenciasocialfarialemos@gmail.com,,cras,MDS/SAGI/CadSUAS (extração 28/06/2026)
Felício dos Santos,CRAS Casa da Familia (Felício dos Santos),CRAS,"Rua Feliciano Canuto, 64",Centro,39180-000,(38) 35231056,crasfs2017@gmail.com,,cras,MDS/SAGI/CadSUAS (extração 28/06/2026)
Felisburgo,CRAS casa da família (Felisburgo),CRAS,"Rua Minas Gerais, 1057",Pampulha,39895-000,(33) 999604211,Crasfelisburgo@hotmail.com,,cras,MDS/SAGI/CadSUAS (extração 28/06/2026)
Felixlândia,CRAS Felixlândia,CRAS,"Rua Floduardo Jose Elias, 223",Capitão Custódio,39237-000,(38) 37531428,crasfelix@yahoo.com.br,,cras,MDS/SAGI/CadSUAS (extração 28/06/2026)
Fernandes Tourinho,CRAS Jose Vilas Novas (Fernandes Tourinho),CRAS,"Rua João Avelino, 31",Centro,35135-000,(33) 32371421,paif.crasfernandestourinho@gmail.com,,cras,MDS/SAGI/CadSUAS (extração 28/06/2026)
Ferros,CRAS Ferros,CRAS,"Rua Silveira Drumond, 209",Centro,35800-000,(31) 38631832,ferroscras5@gmail.com,,cras,MDS/SAGI/CadSUAS (extração 28/06/2026)
Fervedouro,CRAS Fervedouro,CRAS,"Avenida Maria Amelia de Souza Pedrosa, 870",Centro,36815-000,(32) 37421650,crasfervedouro@yahoo.com.br,,cras,MDS/SAGI/CadSUAS (extração 28/06/2026)
Florestal,CRAS Florestal,CRAS,"Rua Benedito Valadares, 559",Centro,35690-000,(31) 982894091,assistenciasocial@florestal.mg.gov.br,,cras,MDS/SAGI/CadSUAS (extração 28/06/2026)
Formiga,CRAS I (Formiga),CRAS,"Rua Eunezimo Lima, 16",Rosario,35570-480,(37) 33291817,crasformiga@yahoo.com.br,,cras,MDS/SAGI/CadSUAS (extração 28/06/2026)
Formiga,CRAS Ii (Formiga),CRAS,"Rua Contorno dos Pomares, 301",Geraldo Veloso,35573-334,(37) 33291808,cras2formiga@gmail.com,,cras,MDS/SAGI/CadSUAS (extração 28/06/2026)
Formiga,CRAS III- Pedro Henrique Leal Faria (Formiga),CRAS,"Rua Pouso Alegre, 169",Souza e Silva,35577-276,(37) 33291810,cras3phlf@gmail.com,,cras,MDS/SAGI/CadSUAS (extração 28/06/2026)
Formiga,CRAS Iv (Formiga),CRAS,Rua Dico Lavino,Novo Horizonte,35574-655,(37) 33291833,cras33formiga@gmail.com,,cras,MDS/SAGI/CadSUAS (extração 28/06/2026)
Formoso,CRAS Formoso,CRAS,"Avenida Brasilia, 2",Centro,38690-000,(38) 36471111,crasformoso@hotmail.com,,cras,MDS/SAGI/CadSUAS (extração 28/06/2026)
Fortaleza de Minas,CRAS Professora Maria da Conceição da Silva Neto (Fortaleza de Minas),CRAS,"Rua Padre Licinio, 294",Bom Jesus,37905-000,(35) 997167947,craspmfm@yahoo.com.br,,cras,MDS/SAGI/CadSUAS (extração 28/06/2026)
Fortuna de Minas,CRAS Fortuna de Minas,CRAS,"Rua Alvorada, 391",Centro,35760-000,(31) 37167370,crasfortunademinas@yahoo.com.br,,cras,MDS/SAGI/CadSUAS (extração 28/06/2026)
Francisco Badaró,CRAS Sede (Francisco Badaró),CRAS,"Rua Costa Melo, 10",Centro,39644-000,(33) 37381271,cras@franciscobadaro.mg.gov.br,,cras,MDS/SAGI/CadSUAS (extração 28/06/2026)
Francisco Dumont,CRAS Francisco Dumont,CRAS,"Avenida Odilon Loures, 185",Alto Esplanada,39387-000,(38) 998523435,assistenciasocialfdumont@gmail.com,,cras,MDS/SAGI/CadSUAS (extração 28/06/2026)
Francisco Sá,CRAS I -respirando Direito e Cidadania (Francisco Sá),CRAS,"Rua Pernambuco, 95",João Gonçalves,39580-000,(38) 32331120,franciscosa.acaosocial@gmail.com,,cras,MDS/SAGI/CadSUAS (extração 28/06/2026)
Francisco Sá,CRAS Ii - Gerando Oportunidade (Francisco Sá),CRAS,"Rua Dircio Miranda, 648",Alfredo Dias,39580-000,(38) 997517817,crasalfredodias@bol.com.br,,cras,MDS/SAGI/CadSUAS (extração 28/06/2026)
Franciscópolis,CRAS Franciscópolis,CRAS,"Rua Sebastiana Carvalho da Silva, 1",Centro,39695-000,(33) 35148002,crasfranciscopolis@hotmail.com,,cras,MDS/SAGI/CadSUAS (extração 28/06/2026)
Frei Gaspar,CRAS Casa das Famílias (Frei Gaspar),CRAS,"Avenida Agnelo José de Magalhães, 25",Centro,39840-000,(33) 35200017,suas.freigaspar@gmail.com,,cras,MDS/SAGI/CadSUAS (extração 28/06/2026)
Frei Inocêncio,CRAS Casa da Família (Frei Inocêncio),CRAS,"Rua Prefeito Pedro Lima de Almeida, 486",Centro,35112-000,(33) 984178740,assistenciasocialfi@gmail.com,,cras,MDS/SAGI/CadSUAS (extração 28/06/2026)
Frei Lagonegro,CRAS Frei Lagonegro,CRAS,"Rua Apolo Xl, 36",Centro,39708-000,(33) 34339116,crasfrei@outlook.com.br,,cras,MDS/SAGI/CadSUAS (extração 28/06/2026)
Fronteira,CRAS Fronteira,CRAS,"Avenida Brasil, 220",Vila Residencial de Furnas,38230-000,(34) 31999990,cras@fronteira.mg.gov.br,,cras,MDS/SAGI/CadSUAS (extração 28/06/2026)
Fronteira dos Vales,CRAS Fronteira dos Vales,CRAS,"Rua Rio de Janeiro, 50",Centro,39870-000,(33) 987175650,crasfv2021@gmail.com,,cras,MDS/SAGI/CadSUAS (extração 28/06/2026)
Fruta de Leite,CRAS Fruta de Leite,CRAS,Rua Pedra Azul,Centro,39558-000,(38) 998194479,crasfrutadeleitecras@gmail.com,,cras,MDS/SAGI/CadSUAS (extração 28/06/2026)
Frutal,CRAS Aparecida Silva Brito (Frutal),CRAS,"Rua Conquista, 900",Vila Esperanca,38204-052,(34) 34232636,crasapaparecidasbrito@outlook.com,,cras,MDS/SAGI/CadSUAS (extração 28/06/2026)
Frutal,CRAS Frutal,CRAS,"Rua Joaquim Domingues de Menezes, 467",Princesa Isabel,38200-270,(34) 34214086,cras.frutal@hotmail.com,,cras,MDS/SAGI/CadSUAS (extração 28/06/2026)
Frutal,CRAS Ilda Assuncao Abate (Frutal),CRAS,"Avenida Plinio Queiroz da Cruz, 310",Waldemar Marchi,38206-340,(34) 34235493,crasildafrutal@gmail.com,,cras,MDS/SAGI/CadSUAS (extração 28/06/2026)
Frutal,CRAS Vilma Francisca de Freitas (Frutal),CRAS,"Rua Frei Luiz, 418",Centro,38208-300,(34) 34251229,crasaparecidademinas@frutal.mg.gov.br,,cras,MDS/SAGI/CadSUAS (extração 28/06/2026)
Funilândia,CRAS Casa da Família (Funilândia),CRAS,"Rua Geraldino Luis de Souza, 90",Lagoinha,35736-000,(31) 31577528,crasfunil@yahoo.com.br,,cras,MDS/SAGI/CadSUAS (extração 28/06/2026)
Galiléia,CRAS Centro (Galiléia),CRAS,"Rua Coronel Faria, 436",Centro,35250-000,(33) 32441129,isaquerodrigues@yahoo.com.br,,cras,MDS/SAGI/CadSUAS (extração 28/06/2026)
Gameleiras,CRAS Gameleiras,CRAS,"Praça do Mercado, 335",Centro,39505-000,(38) 38119123,smasgameleiras@yahoo.com,,cras,MDS/SAGI/CadSUAS (extração 28/06/2026)
Glaucilândia,CRAS Glaucilândia,CRAS,"Avenida Geraldo Rodrigues Gonçalves, 235",Centro,39592-000,(38) 32368277,acaosocialglaucilandia@yahoo.com.br,,cras,MDS/SAGI/CadSUAS (extração 28/06/2026)
Goiabeira,CRAS Goiabeira,CRAS,"Rua Francisca de Souza Garcia, 309",Centro,35248-000,(33) 336261493,smasgoiabeira@gmail.com,,cras,MDS/SAGI/CadSUAS (extração 28/06/2026)
Goianá,CRAS 21 de Dezembro (Goianá),CRAS,"Av 21 de Dezembro, 1030",São Sebastião,36152-000,(32) 999038250,social@goiana.mg.gov.br,,cras,MDS/SAGI/CadSUAS (extração 28/06/2026)
Gonçalves,CRAS Espaço Bem Viver (Gonçalves),CRAS,"Rua Simões de Almeida, 70",Centro,37680-000,(35) 999815340,cras@goncalves.mg.gov.br,,cras,MDS/SAGI/CadSUAS (extração 28/06/2026)
Gonzaga,CRAS Gonzaga,CRAS,"Rua Eloi Magalhaes, 16",Centro,39720-000,(33) 984023968,gonzagacras@gmail.com,,cras,MDS/SAGI/CadSUAS (extração 28/06/2026)
Gouveia,CRAS Floripes Catarina da Cruz (Gouveia),CRAS,"Rua Zózimo Couto, 1660",Capelinha,39120-000,(38) 35431290,craspmg2017@gmail.com,,cras,MDS/SAGI/CadSUAS (extração 28/06/2026)
Governador Valadares,CRAS Jardim Pérola (Governador Valadares),CRAS,"Rua Uruguaiana, 540",Jardim Pérola,35051-510,(33) 32739031,smas.crasperola@valadares.mg.gov.br,,cras,MDS/SAGI/CadSUAS (extração 28/06/2026)
Governador Valadares,CRAS São Raimundo (Governador Valadares),CRAS,"Rua Ametista, 380",Sao Raimundo,35043-030,(33) 32251219,smas.crassaoraimundo@valadares.mg.gov.br,,cras,MDS/SAGI/CadSUAS (extração 28/06/2026)
Governador Valadares,CRAS Central (Governador Valadares),CRAS,"Avenida Brasil, 4000",Centro,35010-070,(33) 32712099,smas.crascentral@valadares.mg.gov.br,,cras,MDS/SAGI/CadSUAS (extração 28/06/2026)
Governador Valadares,CRAS Jardim do Trevo (Governador Valadares),CRAS,"Avenida Edson Sirino Campos, 226",Jardim do Trevo,35054-040,(33) 32713346,smas.crastrevo@valadares.mg.gov.br,,cras,MDS/SAGI/CadSUAS (extração 28/06/2026)
Governador Valadares,CRAS Santa Efigênia (Governador Valadares),CRAS,"Avenida Presidente Tancredo Neves, 1365",Santa Efigênia,35060-440,(33) 32211565,smas.crassantaefigenia@valadares.mg.gov.br,,cras,MDS/SAGI/CadSUAS (extração 28/06/2026)
Governador Valadares,CRAS Santa Rita (Governador Valadares),CRAS,"Avenida Wensceslau Braz, 1894",Santa Rita,35040-570,(33) 32711306,smas.crassantarita@valadares.mg.gov.br,,cras,MDS/SAGI/CadSUAS (extração 28/06/2026)
Grão Mogol,CRAS Grão Mogol,CRAS,"Av Domingos de Arruda, 61",Bom Gosto,39570-000,(38) 997364925,crasgmbpc@gmail.com,,cras,MDS/SAGI/CadSUAS (extração 28/06/2026)
Grupiara,CRAS Grupiara,CRAS,"Rua Geralda Aguiar de Oliveira, 220",Aristeu Garcia,38470-000,(34) 38441398,semas@grupiara.mg.gov.br,,cras,MDS/SAGI/CadSUAS (extração 28/06/2026)
Guanhães,CRAS Guanhães,CRAS,"Travessa Pio Nunes, 37",Centro,39740-000,(33) 34215135,cras@guanhaes.mg.gov.br,,cras,MDS/SAGI/CadSUAS (extração 28/06/2026)
Guapé,CRAS Tereza Fidelis de Souza (Guapé),CRAS,"Rua Manoel Bernardes Lara, 545",Centro,37177-000,(35) 997146209,cras@guape.mg.gov.br,,cras,MDS/SAGI/CadSUAS (extração 28/06/2026)
Guaraciaba,CRAS Centro (Guaraciaba),CRAS,"Rua Direita, 92",Centro,35436-000,(31) 38935401,cras@guaraciaba.mg.gov.br,,cras,MDS/SAGI/CadSUAS (extração 28/06/2026)
Guaraciama,CRAS Casa das Famílias (Guaraciama),CRAS,"Rua Jose Alves Teixeira, 175",Francisco da Silva Maia,39397-000,(38) 32518249,crasguaraciama.01@gmail.com,,cras,MDS/SAGI/CadSUAS (extração 28/06/2026)
Guaranésia,CRAS Anna Candida Pinheiro (Guaranésia),CRAS,"Rua Francisco de Assis, 1033",Distrito Santa Cruz da Prata,37815-000,(35) 31122390,crasdaprata@gmail.com,,cras,MDS/SAGI/CadSUAS (extração 28/06/2026)
Guaranésia,CRAS Noêmia Dean Polimanti (Guaranésia),CRAS,"Rua Francisco Monteiro Dias, 773",Jardim Renovação,37810-000,(35) 31122390,cras@prefguaranesia.mg.gov.br,,cras,MDS/SAGI/CadSUAS (extração 28/06/2026)
Guarani,CRAS Guarani,CRAS,"Rua Josino Dias Moreira, 159",Caxias,36160-000,(32) 31121669,coordenacaocras@guarani.mg.gov.br,,cras,MDS/SAGI/CadSUAS (extração 28/06/2026)
Guarará,CRAS Maria Izabel da Silva e Silva (Guarará),CRAS,"Rua Floriano Peixoto, 6",Centro,36606-000,(32) 34830805,cras@guarara.mg.gov.br,,cras,MDS/SAGI/CadSUAS (extração 28/06/2026)
Guarda-Mor,CRAS Casa da Família (Guarda-Mor),CRAS,"Rua Osmar Ferreira Borges, 5",Centro,38570-000,(38) 998842756,cras@guardamor.mg.gov.br,,cras,MDS/SAGI/CadSUAS (extração 28/06/2026)
Guaxupé,CRAS I - Padre Olavo (Guaxupé),CRAS,"Rua Horácio Ferreira Lopes, 1012",Parque das Orquídeas,37834-192,(35) 35595052,cras@guaxupe.mg.gov.br,,cras,MDS/SAGI/CadSUAS (extração 28/06/2026)
Guaxupé,CRAS Ii Jose Hercules (Guaxupé),CRAS,"Avenida Presidente Tancredo Neves, 1363",Jardim Vera Cruz,37837-832,(35) 30500075,cras2@guaxupe.mg.gov.br,,cras,MDS/SAGI/CadSUAS (extração 28/06/2026)
Guidoval,CRAS Guidoval,CRAS,Rua Antero Furtado de Mendonça,Centro,36515-000,(32) 35781193,crasguidoval@hotmail.com,,cras,MDS/SAGI/CadSUAS (extração 28/06/2026)
Guimarânia,CRAS Longuinha Maria de Jesus (Guimarânia),CRAS,"Rua Caetés, 720",Morada do Sol,38730-000,(34) 38341422,cras@guimarania.mg.gov.br,,cras,MDS/SAGI/CadSUAS (extração 28/06/2026)
Guiricema,CRAS Guiricema,CRAS,"Rua Dr Celso Machado, 26",Centro,36525-000,(32) 999388504,cras@guiricema.mg.gov.br,,cras,MDS/SAGI/CadSUAS (extração 28/06/2026)
Gurinhatã,CRAS Gurinhatã,CRAS,"Rua Jose Donizete de Souza faria, 115",Centro,38310-000,(34) 32641514,cadastrounicogurinhata@gmail.com,,cras,MDS/SAGI/CadSUAS (extração 28/06/2026)
Heliodora,CRAS Cantinho das Artes (Heliodora),CRAS,"Praça da Inconfidência, 110",Centro,37484-000,(35) 34571347,secretariasocial17@yahoo.com,,cras,MDS/SAGI/CadSUAS (extração 28/06/2026)
Iapu,CRAS Iapu,CRAS,"Rua Antonio Augusto Fernandes, 23",Centro,35190-000,(33) 998381834,bolsafamilia@iapu.mg.gov.br,,cras,MDS/SAGI/CadSUAS (extração 28/06/2026)
Ibertioga,CRAS Ibertioga,CRAS,"Praça Santo Antônio, 28",Centro,36225-000,(32) 33471278,coordenacao.cras@ibertioga.mg.gov.br,,cras,MDS/SAGI/CadSUAS (extração 28/06/2026)
Ibiá,CRAS Dona Maroca (Ibiá),CRAS,"Rua Duzentos, 96",Dona Maroca,38950-000,(34) 36312500,cras@ibia.mg.gov.br,,cras,MDS/SAGI/CadSUAS (extração 28/06/2026)
Ibiaí,CRAS Industrial (Ibiaí),CRAS,"Avenida Oito de Dezembro, 1146",Das Industrias,39350-000,(38) 998476357,crasibiai@hotmail.com,,cras,MDS/SAGI/CadSUAS (extração 28/06/2026)
Ibiracatu,CRAS Familia e Cidadania (Ibiracatu),CRAS,"Rua Samuel Macedo, 40",Santo Andre,39455-000,(38) 36257106,crasibiracatu@hotmail.com,,cras,MDS/SAGI/CadSUAS (extração 28/06/2026)
Ibiraci,CRAS Dona Clarinda de Oliveira Garcia (Ibiraci),CRAS,"Avenida Cesár Jorge Elias, 357",Centro,37990-000,(35) 999911022,diretoracras@ibiraci.mg.gov.br,,cras,MDS/SAGI/CadSUAS (extração 28/06/2026)
Ibirité,CRAS Lago Azul (Ibirité),CRAS,"Rua Caramuru, 12",Lago Azul,32415-335,(31) 20103630,craslagoazul@yahoo.com.br,,cras,MDS/SAGI/CadSUAS (extração 28/06/2026)
Ibirité,CRAS Jardim das Rosas (Ibirité),CRAS,"Avenida Italo Bernardes, 258",Jardim das Rosas,32432-140,(31) 20103644,crasjardimdasrosas@ibirite.mg.gov.br,,cras,MDS/SAGI/CadSUAS (extração 28/06/2026)
Ibirité,CRAS Jardim Montreal (Ibirité),CRAS,"Avenida Das Orquideas, 62",Jardim Montreal,32419-447,(31) 20103621,crasjardimmontreal@gmail.com,,cras,MDS/SAGI/CadSUAS (extração 28/06/2026)
Ibirité,CRAS Novo Horizonte (Ibirité),CRAS,"Rua Turmalina, 18",Novo Horizonte,32412-348,(31) 20103668,crasnovohorizonte@yahoo.com.br,,cras,MDS/SAGI/CadSUAS (extração 28/06/2026)
Ibirité,CRAS Palmares (Ibirité),CRAS,"Avenida Presidente Trancredo de Almeida Neves, 246",Palmares a,32430-090,(31) 20103651,craspalmaresa@gmail.com,,cras,MDS/SAGI/CadSUAS (extração 28/06/2026)
Ibirité,CRAS Primavera (Ibirité),CRAS,"Rua Maria Natividade de Lima, 15",Primavera,32405-254,(31) 20103636,crasprimavera@ibirite.mg.gov.br,,cras,MDS/SAGI/CadSUAS (extração 28/06/2026)
Ibirité,CRAS Vila Ideal (Ibirité),CRAS,"Rua Pau Brasil, 20",Serra Dourada,32425-225,(31) 20103660,crasvilaideal35@yahoo.com,,cras,MDS/SAGI/CadSUAS (extração 28/06/2026)
Ibitiúra de Minas,CRAS José Fuzari dos Reis (Ibitiúra de Minas),CRAS,"Rua Joaquim Jose de Andrade, 241",Centro,37790-000,(35) 31951200,cras@ibitiurademinas.mg.gov.br,,cras,MDS/SAGI/CadSUAS (extração 28/06/2026)
Ibituruna,CRAS Arte (Ibituruna),CRAS,"Rua Brasil, 235",Centro,37223-000,(35) 38441139,crasibi@yahoo.com.br,,cras,MDS/SAGI/CadSUAS (extração 28/06/2026)
Icaraí de Minas,CRAS Sebastião Neves da Silva (Icaraí de Minas),CRAS,"Rua Antonio da Rocha, 192",Centro,39318-000,(38) 36347197,smasicarai@gmail.com,,cras,MDS/SAGI/CadSUAS (extração 28/06/2026)
Igarapé,CRAS Bom Jardim (Igarapé),CRAS,"Alameda Das Acácias, 99",Bom Jardim,32517-156,(31) 21153713,CRASBOMJARDIMIGARAPE@GMAIL.COM,,cras,MDS/SAGI/CadSUAS (extração 28/06/2026)
Igarapé,CRAS Fernão Dias (Igarapé),CRAS,"Rua Mário de Andrade, 279",Fernão Dias,32514-122,(31) 35223101,vigilanciasocialigarape@gmail.com,,cras,MDS/SAGI/CadSUAS (extração 28/06/2026)
Igarapé,CRAS Panorama (Igarapé),CRAS,"Avenida Central, 305",Panorama,32512-078,(31) 35345290,craspanorama1@gmail.com,,cras,MDS/SAGI/CadSUAS (extração 28/06/2026)
Igarapé,CRAS Resplendor (Igarapé),CRAS,"Rua Miguel Paes, 819",Resplendor,32510-552,(31) 35221777,CRASRESPLENDOR@SOCIAL.IGARAPE.MG.GOV.BR,,cras,MDS/SAGI/CadSUAS (extração 28/06/2026)
Igarapé,CRAS Vale do Amanhecer (Igarapé),CRAS,"Rua 21 de Abril, 375",Vale do Amanhecer,32515-126,(31) 35221127,CRASPADREEUSTAQUIO@GMAIL.COM,,cras,MDS/SAGI/CadSUAS (extração 28/06/2026)
Igaratinga,CRAS Eduardo Luiz Barros Barbosa (Igaratinga),CRAS,"Rua Deraldo Nunes, 65",Centro,35695-000,(37) 32461253,ASSISTENCIASOCIAL@IGARATINGA.MG.GOV.BR,,cras,MDS/SAGI/CadSUAS (extração 28/06/2026)
Iguatama,CRAS Alto São Francisco (Iguatama),CRAS,"Rua Onze, 1217",Perdizes,38910-000,(37) 33531113,cras@iguatama.mg.gov.br,,cras,MDS/SAGI/CadSUAS (extração 28/06/2026)
Ijaci,CRAS Ijaci,CRAS,"Rua Ildefonso Ribeiro de Carvalho, 132",Centro,37218-000,(35) 38431364,smdsijaci@yahoo.com,,cras,MDS/SAGI/CadSUAS (extração 28/06/2026)
Ilicínea,CRAS Lazaro Tomaz Oliveira (Ilicínea),CRAS,"Avenida 15 de Novembro, 690",Jardim Planalto,37175-000,(35) 38542013,sasilicinea@yahoo.com.br,,cras,MDS/SAGI/CadSUAS (extração 28/06/2026)
Imbé de Minas,CRAS Wantuil Teixeira de Paula (Imbé de Minas),CRAS,"Avenida Jose Teixeira Mendes, 35",Vitoria,35323-000,(33) 988500183,assistenciasocial.imbe@yahoo.com.br,,cras,MDS/SAGI/CadSUAS (extração 28/06/2026)
Inconfidentes,CRAS Inconfidentes,CRAS,"Rua Sargento Mor Toledo Piza, 178",Centro,37576-000,(35) 34642025,asocial@inconfidentes.mg.gov.br,,cras,MDS/SAGI/CadSUAS (extração 28/06/2026)
Indaiabira,CRAS Indaiabira,CRAS,"Praça Antônio Pereira, 280",Centro,39536-000,(38) 999026613,crasindaia17@outlook.com,,cras,MDS/SAGI/CadSUAS (extração 28/06/2026)
Indianópolis,CRAS Indianópolis,CRAS,"Rua Tiradentes, 456",Morada Nova,38490-000,(34) 32452537,cras@indianopolis.mg.gov.br,,cras,MDS/SAGI/CadSUAS (extração 28/06/2026)
Ingaí,CRAS Maria Andrade Lima (Ingaí),CRAS,"Avenida Aureliano de Souza Pinto, 308",Centro,37215-000,(35) 99051887,crasingai@gmail.com,,cras,MDS/SAGI/CadSUAS (extração 28/06/2026)
Inhapim,CRAS Casa das Familias (Inhapim),CRAS,"Rua Coronel Guilherme, 17",Centro,35330-000,(33) 33151234,crasinhapim@gmail.com,,cras,MDS/SAGI/CadSUAS (extração 28/06/2026)
Inhaúma,CRAS Inhaúma,CRAS,"Praça José Silvio de Oliveira Morais, 136",Centro,35763-000,(31) 37164628,coordenacao.cras@inhauma.mg.gov.br,,cras,MDS/SAGI/CadSUAS (extração 28/06/2026)
Inimutaba,CRAS Inimutaba,CRAS,"Avenida Geraldo Magalhães Mascarenhas, 374",Centro,39243-000,(38) 32250340,cras@inimutaba.mg.gov.br,,cras,MDS/SAGI/CadSUAS (extração 28/06/2026)
Ipaba,CRAS Ipaba,CRAS,"Rua Omar Coutinho, 178",Centro,35198-000,(31) 33201281,crasipaba@hotmail.com,,cras,MDS/SAGI/CadSUAS (extração 28/06/2026)
Ipanema,CRAS Ipanema,CRAS,"Rua Jardir Silva, 283",Centro,36950-000,(33) 33142254,cras@ipanema.mg.gov.br,,cras,MDS/SAGI/CadSUAS (extração 28/06/2026)
Ipatinga,CRAS Territorio I (Ipatinga),CRAS,"Rua Mangaratiba, 195",Veneza Ii,35160-000,(31) 38298119,crasveneza@gmail.com,,cras,MDS/SAGI/CadSUAS (extração 28/06/2026)
Ipatinga,CRAS Territorio Ii (Ipatinga),CRAS,"Rua Simeão, 27",Canaa,35164-216,(31) 38298423,cras.canaaipatinga@gmail.com,,cras,MDS/SAGI/CadSUAS (extração 28/06/2026)
Ipatinga,CRAS Territorio Iii (Ipatinga),CRAS,"Rua Angélica, 385",Bom Jardim,35162-236,(31) 38298051,cras.esperanca@gmail.com,,cras,MDS/SAGI/CadSUAS (extração 28/06/2026)
Ipatinga,CRAS Territorio Iv (Ipatinga),CRAS,"Rua Olívia Luzia da Silva, 270",Limoeiro,35162-463,(31) 38298394,crasterritorioiv@gmail.com,,cras,MDS/SAGI/CadSUAS (extração 28/06/2026)
Ipatinga,CRAS Territorio V (Ipatinga),CRAS,"Avenida Gerasa, 2086",Bethania,35164-070,(31) 38298325,crasbethania@gmail.com,,cras,MDS/SAGI/CadSUAS (extração 28/06/2026)
Ipiaçu,CRAS Ipiaçu,CRAS,"Rua Paranaiba, 238",Centro,38350-000,(34) 32521182,crasipiacu@gmail.com,,cras,MDS/SAGI/CadSUAS (extração 28/06/2026)
Ipuiúna,CRAS Maria Felipe Fortes - Dona Fiica (Ipuiúna),CRAS,"Rua Anesia Rodrigues Felisberto, 92",Jardim Primavera,37588-000,(35) 984334272,departamentoa.social@gmail.com,,cras,MDS/SAGI/CadSUAS (extração 28/06/2026)
Iraí de Minas,CRAS Iraí de Minas,CRAS,"Rua Manoel Cardoso Naves, 775",Centro,38510-000,(34) 38191183,gestorasocial@iraideminas.mg.gov.br,,cras,MDS/SAGI/CadSUAS (extração 28/06/2026)
Itabira,CRAS Central (Itabira),CRAS,"Rua Mestre Emílio, 328",Centro,35900-008,(31) 38392980,cras5.smas@itabira.mg.gov.br,,cras,MDS/SAGI/CadSUAS (extração 28/06/2026)
Itabira,CRAS Fênix (Itabira),CRAS,"Rua João Martins de Souza, 254",Fênix,35901-230,(31) 38392533,cras1.smas@itabira.mg.gov.br,,cras,MDS/SAGI/CadSUAS (extração 28/06/2026)
Itabira,CRAS Gabiroba (Itabira),CRAS,"Avenida dos Vereadores, 9",Gabiroba,35900-407,(31) 38392886,cras4.smas@itabira.mg.gov.br,,cras,MDS/SAGI/CadSUAS (extração 28/06/2026)
Itabira,CRAS Jardim das Oliveira (Itabira),CRAS,"Rua Morro do Pilar, 197",Jardim das Oliveiras,35900-173,(31) 38392534,cras2smas@itabira.mg.gov.br,,cras,MDS/SAGI/CadSUAS (extração 28/06/2026)
Itabira,CRAS Pedreira Vovó Jejulia (Itabira),CRAS,"Rua João de Barro, 2",Pedreira do Instituto,35904-010,(31) 38392535,cras3.smas@itabira.mg.gov.br,,cras,MDS/SAGI/CadSUAS (extração 28/06/2026)
Itabirinha,CRAS Itabirinha,CRAS,"Avenida Brasil, 750",Centro,35280-000,(33) 32471039,social@itabirinha.mg.gov.br,,cras,MDS/SAGI/CadSUAS (extração 28/06/2026)
Itabirito,CRAS Itabirito,CRAS,"Rua Francisco Marques Junior, 69",Nossa Senhora de Fátima,35450-310,(31) 35614006,crasmarialoura@pmi.mg.gov.br,,cras,MDS/SAGI/CadSUAS (extração 28/06/2026)
Itabirito,CRAS Itabirito - Cardoso,CRAS,"Rua Ana Maria Teixeira, 453",Cardoso,35454-160,(31) 35631716,craspadreadelmo@pmi.mg.gov.br,,cras,MDS/SAGI/CadSUAS (extração 28/06/2026)
Itabirito,CRAS Zely de Freitas Amorim Caldeira - Centro de Referência de Assitência Social (Itabirito),CRAS,"Rua Carmelita da Silva Lara, 223",Portões,35457-174,(31) 39796016,craszelycaldeira@pmi.mg.gov.br,,cras,MDS/SAGI/CadSUAS (extração 28/06/2026)
Itacambira,CRAS Itacambira,CRAS,"Rua Santo Antônio, 56",Centro,39594-000,(38) 32541224,cras.itacambira@yahoo.com,,cras,MDS/SAGI/CadSUAS (extração 28/06/2026)
Itacarambi,CRAS Itacarambi,CRAS,"Rua Imaculada Conceição, 419",Centro,39470-000,(38) 36131355,crasitac@gmail.com,,cras,MDS/SAGI/CadSUAS (extração 28/06/2026)
Itaguara,CRAS Liberdade (Itaguara),CRAS,"Rua Waldemar Ferreira de Morais, 58",Liberdade,35488-000,(31) 31841631,crasliberdade@itaguara.mg.gov.br,,cras,MDS/SAGI/CadSUAS (extração 28/06/2026)
Itaipé,CRAS Itaipé,CRAS,"Rua Primeiro de Maio, 82",São Pedro,39815-000,(33) 988946129,cras@itaipe.mg.gov.br,,cras,MDS/SAGI/CadSUAS (extração 28/06/2026)
Itajubá,CRAS Antônio Carlos Parreira Tiengo (Itajubá),CRAS,"Rua Zequinha Braga, 212",Sao Vicente,37502-064,(35) 997770605,cras.acpt@itajuba.mg.gov.br,,cras,MDS/SAGI/CadSUAS (extração 28/06/2026)
Itajubá,CRAS Luzia Silva Riera (Itajubá),CRAS,"Rua Miguel Braga, 382",Boa Vista,37505-031,(35) 999075948,cras.lsr@itajuba.mg.gov.br,,cras,MDS/SAGI/CadSUAS (extração 28/06/2026)
